Location,median_income
"Livingston Parish, Louisiana: Summary level: 050, state:22> county:063",70264
"Morehouse Parish, Louisiana: Summary level: 050, state:22> county:067",41326
"Natchitoches Parish, Louisiana: Summary level: 050, state:22> county:069",46669
"Orleans Parish, Louisiana: Summary level: 050, state:22> county:071",54339
"Terrebonne Parish, Louisiana: Summary level: 050, state:22> county:109",58214
"Catahoula Parish, Louisiana: Summary level: 050, state:22> county:025",54706
"Calcasieu Parish, Louisiana: Summary level: 050, state:22> county:019",59330
"Claiborne Parish, Louisiana: Summary level: 050, state:22> county:027",37813
"Franklin Parish, Louisiana: Summary level: 050, state:22> county:041",47182
"Avoyelles Parish, Louisiana: Summary level: 050, state:22> county:009",49396
"Assumption Parish, Louisiana: Summary level: 050, state:22> county:007",60968
"Jackson Parish, Louisiana: Summary level: 050, state:22> county:049",47901
"East Baton Rouge Parish, Louisiana: Summary level: 050, state:22> county:033",68774
"Pointe Coupee Parish, Louisiana: Summary level: 050, state:22> county:077",57324
"Richland Parish, Louisiana: Summary level: 050, state:22> county:083",46436
"St. Martin Parish, Louisiana: Summary level: 050, state:22> county:099",55127
"Vernon Parish, Louisiana: Summary level: 050, state:22> county:115",53471
"Winn Parish, Louisiana: Summary level: 050, state:22> county:127",40945
"Sabine Parish, Louisiana: Summary level: 050, state:22> county:085",53989
"Allen Parish, Louisiana: Summary level: 050, state:22> county:003",54821
"Madison Parish, Louisiana: Summary level: 050, state:22> county:065",36082
"Suffolk County, Massachusetts: Summary level: 050, state:25> county:025",69026
"Barnstable County, Massachusetts: Summary level: 050, state:25> county:001",86621
"Dukes County, Massachusetts: Summary level: 050, state:25> county:007",98735
"Middlesex County, Massachusetts: Summary level: 050, state:25> county:017",117048
"Berkshire County, Massachusetts: Summary level: 050, state:25> county:003",73584
"Bristol County, Massachusetts: Summary level: 050, state:25> county:005",79937
"Hampden County, Massachusetts: Summary level: 050, state:25> county:013",65994
"Plymouth County, Massachusetts: Summary level: 050, state:25> county:023",100207
"Essex County, Massachusetts: Summary level: 050, state:25> county:009",92091
"Franklin County, Massachusetts: Summary level: 050, state:25> county:011",76112
"Norfolk County, Massachusetts: Summary level: 050, state:25> county:021",120087
"Worcester County, Massachusetts: Summary level: 050, state:25> county:027",88971
"Hampshire County, Massachusetts: Summary level: 050, state:25> county:015",88476
"Nantucket County, Massachusetts: Summary level: 050, state:25> county:019",109885
"Worcester County, Maryland: Summary level: 050, state:24> county:047",71534
"Baltimore city, Maryland: Summary level: 050, state:24> county:510",56236
"Somerset County, Maryland: Summary level: 050, state:24> county:039",51591
"Talbot County, Maryland: Summary level: 050, state:24> county:041",80865
"Harford County, Maryland: Summary level: 050, state:24> county:025",99596
"Allegany County, Maryland: Summary level: 050, state:24> county:001",59450
"Howard County, Maryland: Summary level: 050, state:24> county:027",135226
"Prince George's County, Maryland: Summary level: 050, state:24> county:033",90382
"Anne Arundel County, Maryland: Summary level: 050, state:24> county:003",107889
"Baltimore County, Maryland: Summary level: 050, state:24> county:005",88717
"Frederick County, Maryland: Summary level: 050, state:24> county:021",103616
"Calvert County, Maryland: Summary level: 050, state:24> county:009",113574
"Garrett County, Maryland: Summary level: 050, state:24> county:023",57893
"Kent County, Maryland: Summary level: 050, state:24> county:029",74097
"Montgomery County, Maryland: Summary level: 050, state:24> county:031",122104
"Carroll County, Maryland: Summary level: 050, state:24> county:013",105274
"Queen Anne's County, Maryland: Summary level: 050, state:24> county:035",106416
"St. Mary's County, Maryland: Summary level: 050, state:24> county:037",101941
"Charles County, Maryland: Summary level: 050, state:24> county:017",105606
"Dorchester County, Maryland: Summary level: 050, state:24> county:019",64390
"Washington County, Maryland: Summary level: 050, state:24> county:043",71989
"Wicomico County, Maryland: Summary level: 050, state:24> county:045",66657
"Cecil County, Maryland: Summary level: 050, state:24> county:015",85539
"Caroline County, Maryland: Summary level: 050, state:24> county:011",63584
"Berrien County, Michigan: Summary level: 050, state:26> county:021",60462
"Ogemaw County, Michigan: Summary level: 050, state:26> county:129",47201
"Oscoda County, Michigan: Summary level: 050, state:26> county:135",46786
"Wexford County, Michigan: Summary level: 050, state:26> county:165",49844
"Crawford County, Michigan: Summary level: 050, state:26> county:039",51737
"Clinton County, Michigan: Summary level: 050, state:26> county:037",80327
"Dickinson County, Michigan: Summary level: 050, state:26> county:043",56290
"Gratiot County, Michigan: Summary level: 050, state:26> county:057",51947
"Huron County, Michigan: Summary level: 050, state:26> county:063",56943
"Ingham County, Michigan: Summary level: 050, state:26> county:065",66415
"Lenawee County, Michigan: Summary level: 050, state:26> county:091",63490
"Mason County, Michigan: Summary level: 050, state:26> county:105",55621
"Menominee County, Michigan: Summary level: 050, state:26> county:109",55026
"Montcalm County, Michigan: Summary level: 050, state:26> county:117",52422
"Missaukee County, Michigan: Summary level: 050, state:26> county:113",50307
"St. Joseph County, Michigan: Summary level: 050, state:26> county:149",56574
"St. Clair County, Michigan: Summary level: 050, state:26> county:147",67392
"Van Buren County, Michigan: Summary level: 050, state:26> county:159",59439
"Washtenaw County, Michigan: Summary level: 050, state:26> county:161",94640
"Arenac County, Michigan: Summary level: 050, state:26> county:011",49656
"Barry County, Michigan: Summary level: 050, state:26> county:015",67777
"Cass County, Michigan: Summary level: 050, state:26> county:027",62018
"Iron County, Michigan: Summary level: 050, state:26> county:071",52346
"Benzie County, Michigan: Summary level: 050, state:26> county:019",65349
"Roscommon County, Michigan: Summary level: 050, state:26> county:143",44612
"Schoolcraft County, Michigan: Summary level: 050, state:26> county:153",50195
"Wayne County, Michigan: Summary level: 050, state:26> county:163",56118
"Branch County, Michigan: Summary level: 050, state:26> county:023",57570
"Grand Traverse County, Michigan: Summary level: 050, state:26> county:055",71745
"Jackson County, Michigan: Summary level: 050, state:26> county:075",61359
"Mackinac County, Michigan: Summary level: 050, state:26> county:097",51308
"Genesee County, Michigan: Summary level: 050, state:26> county:049",56018
"Antrim County, Michigan: Summary level: 050, state:26> county:009",60710
"Houghton County, Michigan: Summary level: 050, state:26> county:061",58772
"Livingston County, Michigan: Summary level: 050, state:26> county:093",92869
"Iosco County, Michigan: Summary level: 050, state:26> county:069",49701
"Lake County, Michigan: Summary level: 050, state:26> county:085",43433
"Manistee County, Michigan: Summary level: 050, state:26> county:101",54708
"Montmorency County, Michigan: Summary level: 050, state:26> county:119",45576
"Presque Isle County, Michigan: Summary level: 050, state:26> county:141",51802
"Gladwin County, Michigan: Summary level: 050, state:26> county:051",50637
"Kalamazoo County, Michigan: Summary level: 050, state:26> county:077",70584
"Mecosta County, Michigan: Summary level: 050, state:26> county:107",55988
"Marquette County, Michigan: Summary level: 050, state:26> county:103",63135
"Newaygo County, Michigan: Summary level: 050, state:26> county:123",53713
"Osceola County, Michigan: Summary level: 050, state:26> county:133",49398
"Otsego County, Michigan: Summary level: 050, state:26> county:137",59418
"Calhoun County, Michigan: Summary level: 050, state:26> county:025",56851
"Cheboygan County, Michigan: Summary level: 050, state:26> county:031",52363
"Luce County, Michigan: Summary level: 050, state:26> county:095",51250
"Kent County, Michigan: Summary level: 050, state:26> county:081",70224
"Macomb County, Michigan: Summary level: 050, state:26> county:099",71606
"Saginaw County, Michigan: Summary level: 050, state:26> county:145",57460
"Shiawassee County, Michigan: Summary level: 050, state:26> county:155",61467
"Baraga County, Michigan: Summary level: 050, state:26> county:013",52422
"Bay County, Michigan: Summary level: 050, state:26> county:017",57915
"Charlevoix County, Michigan: Summary level: 050, state:26> county:029",64378
"Eaton County, Michigan: Summary level: 050, state:26> county:045",71877
"Delta County, Michigan: Summary level: 050, state:26> county:041",56777
"Gogebic County, Michigan: Summary level: 050, state:26> county:053",51344
"Emmet County, Michigan: Summary level: 050, state:26> county:047",66466
"Chippewa County, Michigan: Summary level: 050, state:26> county:033",53536
"Monroe County, Michigan: Summary level: 050, state:26> county:115",73750
"Allegan County, Michigan: Summary level: 050, state:26> county:005",68270
"Oakland County, Michigan: Summary level: 050, state:26> county:125",94395
"Hillsdale County, Michigan: Summary level: 050, state:26> county:059",57228
"Alger County, Michigan: Summary level: 050, state:26> county:003",56468
"Muskegon County, Michigan: Summary level: 050, state:26> county:121",55421
"Oceana County, Michigan: Summary level: 050, state:26> county:127",50929
"Leelanau County, Michigan: Summary level: 050, state:26> county:089",74043
"Lapeer County, Michigan: Summary level: 050, state:26> county:087",65673
"Clare County, Michigan: Summary level: 050, state:26> county:035",45201
"Sanilac County, Michigan: Summary level: 050, state:26> county:151",53303
"Keweenaw County, Michigan: Summary level: 050, state:26> county:083",52500
"Isabella County, Michigan: Summary level: 050, state:26> county:073",60894
"Ontonagon County, Michigan: Summary level: 050, state:26> county:131",46906
"Ottawa County, Michigan: Summary level: 050, state:26> county:139",75629
"Tuscola County, Michigan: Summary level: 050, state:26> county:157",55031
"Alcona County, Michigan: Summary level: 050, state:26> county:001",49137
"Alpena County, Michigan: Summary level: 050, state:26> county:007",53524
"Ionia County, Michigan: Summary level: 050, state:26> county:067",61327
"Kalkaska County, Michigan: Summary level: 050, state:26> county:079",49914
"Midland County, Michigan: Summary level: 050, state:26> county:111",71798
"Wilkin County, Minnesota: Summary level: 050, state:27> county:167",66890
"Red Lake County, Minnesota: Summary level: 050, state:27> county:125",72976
"Aitkin County, Minnesota: Summary level: 050, state:27> county:001",55774
"Clay County, Minnesota: Summary level: 050, state:27> county:027",79041
"Faribault County, Minnesota: Summary level: 050, state:27> county:043",63270
"Murray County, Minnesota: Summary level: 050, state:27> county:101",72966
"Fillmore County, Minnesota: Summary level: 050, state:27> county:045",71458
"Kandiyohi County, Minnesota: Summary level: 050, state:27> county:067",69086
"Lake County, Minnesota: Summary level: 050, state:27> county:075",69563
"Polk County, Minnesota: Summary level: 050, state:27> county:119",77539
"Rock County, Minnesota: Summary level: 050, state:27> county:133",66165
"Roseau County, Minnesota: Summary level: 050, state:27> county:135",68042
"Sibley County, Minnesota: Summary level: 050, state:27> county:143",70478
"Traverse County, Minnesota: Summary level: 050, state:27> county:155",62950
"Watonwan County, Minnesota: Summary level: 050, state:27> county:165",62911
